"Open","High","Low","Close","Volume","Adjusted","Date"
17.66,17.66,17.66,17.66,0,17.66,"1927-12-30"
17.76,17.76,17.26,17.57,0,17.57,"1928-01-31"
17.530001,17.629999,16.950001,17.26,0,17.26,"1928-02-29"
17.299999,19.280001,17.299999,19.280001,0,19.280001,"1928-03-30"
18.91,19.75,18.91,19.75,0,19.75,"1928-04-30"
19.780001,20.440001,19.360001,20,0,20,"1928-05-31"
20.07,20.07,18.34,19.139999,0,19.139999,"1928-06-29"
18.98,19.48,18.700001,19.43,0,19.43,"1928-07-31"
19.42,20.870001,19.129999,20.870001,0,20.870001,"1928-08-31"
20.969999,21.43,20.92,21.139999,0,21.139999,"1928-09-28"
21.360001,22,21.110001,21.68,0,21.68,"1928-10-31"
21.99,24.280001,21.950001,24.280001,0,24.280001,"1928-11-30"
23.85,24.35,22.309999,24.35,0,24.35,"1928-12-31"
24.809999,25.74,24.17,25.74,0,25.74,"1929-01-31"
25.84,25.84,24.35,25.59,0,25.59,"1929-02-28"
25.83,26.08,24.35,25.530001,0,25.530001,"1929-03-28"
24.879999,25.940001,24.629999,25.940001,0,25.940001,"1929-04-30"
25.99,26.370001,24.200001,24.83,0,24.83,"1929-05-31"
25.27,27.41,25.27,27.41,0,27.41,"1929-06-28"
27.77,28.879999,27.77,28.879999,0,28.879999,"1929-07-31"
29.08,31.709999,28.379999,31.709999,0,31.709999,"1929-08-30"
31.82,31.860001,30.16,30.16,0,30.16,"1929-09-30"
29.98,30.809999,20.43,24.15,0,24.15,"1929-10-31"
22.879999,22.879999,17.66,20.92,0,20.92,"1929-11-27"
20.950001,22.57,20.16,21.450001,0,21.450001,"1929-12-31"
21.18,22.790001,21.18,22.790001,0,22.790001,"1930-01-31"
22.74,23.360001,22.639999,23.280001,0,23.280001,"1930-02-28"
23.360001,24.85,23.360001,24.15,0,24.15,"1930-03-31"
25.370001,25.92,24.73,24.9,0,24.9,"1930-04-30"
24.299999,24.57,22.98,24.49,0,24.49,"1930-05-29"
24.4,24.4,19.389999,20.459999,0,20.459999,"1930-06-30"
20.24,21.82,19.83,21.209999,0,21.209999,"1930-07-31"
21.110001,21.52,19.879999,21.370001,0,21.370001,"1930-08-29"
21.379999,21.860001,18.59,18.59,0,18.59,"1930-09-30"
19.42,19.42,16.9,16.940001,0,16.940001,"1930-10-31"
17.129999,17.200001,15.54,16.379999,0,16.379999,"1930-11-28"
16.799999,16.959999,14.44,15.34,0,15.34,"1930-12-31"
15.85,16.42,15.09,16.190001,0,16.190001,"1931-01-30"
16.16,18.17,16.16,18.030001,0,18.030001,"1931-02-27"
17.52,18.059999,16.66,16.690001,0,16.690001,"1931-03-31"
16.52,16.719999,14.37,15.09,0,15.09,"1931-04-30"
14.65,15.44,13.02,13.02,0,13.02,"1931-05-29"
12.4,15.35,12.2,14.83,0,14.83,"1931-06-30"
15.07,15.26,13.73,13.73,0,13.73,"1931-07-31"
13.93,14.29,13.55,13.86,0,13.86,"1931-08-31"
13.92,13.92,9.71,9.71,0,9.71,"1931-09-30"
9.53,10.96,8.82,10.43,0,10.43,"1931-10-30"
10.5,11.52,9.31,9.5,0,9.5,"1931-11-30"
9.38,9.38,7.72,8.12,0,8.12,"1931-12-31"
7.56,8.92,7.55,7.94,0,7.94,"1932-01-29"
8.23,8.84,7.5,8.29,0,8.29,"1932-02-29"
8.35,8.98,7.31,7.31,0,7.31,"1932-03-31"
7.18,7.18,5.83,5.83,0,5.83,"1932-04-29"
5.74,6.09,4.47,4.47,0,4.47,"1932-05-31"
4.4,5.12,4.4,4.43,0,4.43,"1932-06-30"
4.6,6.03,4.41,6.03,0,6.03,"1932-07-29"
6.11,8.58,5.87,8.39,0,8.39,"1932-08-31"
8.47,9.31,7.34,8.08,0,8.08,"1932-09-30"
8.06,8.06,6.42,6.96,0,6.96,"1932-10-31"
6.76,7.68,6.48,6.55,0,6.55,"1932-11-30"
6.73,7.12,6.47,6.92,0,6.92,"1932-12-30"
6.83,7.34,6.83,6.94,0,6.94,"1933-01-31"
6.67,6.76,5.53,5.66,0,5.66,"1933-02-28"
5.77,6.93,5.65,5.85,0,5.85,"1933-03-31"
5.87,7.91,5.87,7.83,0,7.83,"1933-04-28"
8.43,9.78,8.34,9.64,0,9.64,"1933-05-31"
9.74,10.98,9.74,10.91,0,10.91,"1933-06-30"
11.62,12.2,9.65,9.95,0,9.95,"1933-07-31"
10.25,11.28,10.05,11.09,0,11.09,"1933-08-31"
11.23,11.23,9.65,9.72,0,9.72,"1933-09-29"
9.62,10.32,8.61,8.96,0,8.96,"1933-10-31"
9.12,10.23,9.12,9.88,0,9.88,"1933-11-29"
9.91,10.31,9.55,9.97,0,9.97,"1933-12-29"
10.11,11.33,9.76,11.17,0,11.17,"1934-01-31"
11.46,11.82,10.69,10.76,0,10.76,"1934-02-28"
10.72,11.07,10.42,10.62,0,10.62,"1934-03-29"
10.76,11.16,10.46,10.46,0,10.46,"1934-04-30"
10.46,10.46,9.45,9.61,0,9.61,"1934-05-31"
9.38,10.37,9.38,9.81,0,9.81,"1934-06-29"
9.69,9.99,8.36,8.68,0,8.68,"1934-07-31"
8.95,9.52,8.69,9.15,0,9.15,"1934-08-31"
9.06,9.21,8.45,9.08,0,9.08,"1934-09-28"
8.83,9.19,8.76,8.81,0,8.81,"1934-10-31"
8.77,9.54,8.77,9.54,0,9.54,"1934-11-30"
9.41,9.56,9.02,9.5,0,9.5,"1934-12-31"
9.51,9.58,8.96,9.1,0,9.1,"1935-01-31"
9.05,9.34,8.74,8.74,0,8.74,"1935-02-28"
8.79,8.79,8.06,8.45,0,8.45,"1935-03-29"
8.54,9.44,8.22,9.28,0,9.28,"1935-04-30"
9.23,10.07,9.15,9.58,0,9.58,"1935-05-31"
9.67,10.47,9.67,10.24,0,10.24,"1935-06-28"
10.28,11.08,10.28,11.08,0,11.08,"1935-07-31"
11.04,11.67,10.62,11.24,0,11.24,"1935-08-30"
11.21,11.92,11.21,11.59,0,11.59,"1935-09-30"
11.48,12.46,11.1,12.46,0,12.46,"1935-10-31"
12.61,13.46,12.61,12.94,0,12.94,"1935-11-29"
12.75,13.43,12.75,13.43,0,13.43,"1935-12-31"
13.4,14.31,13.4,14.31,0,14.31,"1936-01-31"
14.44,14.87,14.32,14.6,0,14.6,"1936-02-28"
14.77,15.1,14.24,14.92,0,14.92,"1936-03-31"
15.19,15.51,13.53,13.77,0,13.77,"1936-04-30"
13.87,14.45,13.82,14.4,0,14.4,"1936-05-29"
14.39,15.16,14.12,14.84,0,14.84,"1936-06-30"
14.9,16.15,14.81,15.85,0,15.85,"1936-07-31"
15.91,16.200001,15.32,15.99,0,15.99,"1936-08-31"
15.95,16.290001,15,16.01,0,16.01,"1936-09-30"
16.040001,17.23,16.040001,17.23,0,17.23,"1936-10-30"
17.17,17.690001,16.889999,17.280001,0,17.280001,"1936-11-30"
17.139999,17.32,16.65,17.18,0,17.18,"1936-12-31"
16.93,17.959999,16.93,17.77,0,17.77,"1937-01-29"
17.879999,18.370001,17.860001,18.059999,0,18.059999,"1937-02-26"
18.09,18.67,17.219999,17.92,0,17.92,"1937-03-31"
17.709999,17.709999,15.99,16.43,0,16.43,"1937-04-30"
16.469999,16.73,15.62,16.26,0,16.26,"1937-05-28"
15.96,16.280001,15.12,15.4,0,15.4,"1937-06-30"
15.47,17.059999,15.47,16.77,0,16.77,"1937-07-30"
17.07,17.27,15.88,16.040001,0,16.040001,"1937-08-31"
15.61,15.61,13.2,13.76,0,13.76,"1937-09-30"
13.72,13.72,10.76,12.35,0,12.35,"1937-10-29"
12.08,12.08,10.17,11.11,0,11.11,"1937-11-30"
10.97,11.42,10.31,10.55,0,10.55,"1937-12-31"
10.52,11.95,10.52,10.69,0,10.69,"1938-01-31"
10.89,11.68,10.34,11.34,0,11.34,"1938-02-28"
11.46,11.46,8.5,8.5,0,8.5,"1938-03-31"
8.91,10.45,8.91,9.78,0,9.78,"1938-04-29"
9.59,10.63,9.27,9.27,0,9.27,"1938-05-31"
9.57,11.72,9.42,11.56,0,11.56,"1938-06-30"
11.91,12.8,11.73,12.33,0,12.33,"1938-07-29"
12.25,12.73,11.85,12.06,0,12.06,"1938-08-31"
11.92,12.41,10.99,12.24,0,12.24,"1938-09-30"
12.52,13.91,12.48,13.17,0,13.17,"1938-10-31"
13.1,13.79,12.37,12.73,0,12.73,"1938-11-30"
12.61,13.14,12.32,13.14,0,13.14,"1938-12-30"
13.08,13.23,11.53,12.3,0,12.3,"1939-01-31"
12.12,12.7,12.12,12.7,0,12.7,"1939-02-28"
12.7,13.1,10.98,10.98,0,10.98,"1939-03-31"
11.26,11.26,10.42,10.93,0,10.93,"1939-04-28"
10.86,11.65,10.86,11.6,0,11.6,"1939-05-31"
11.42,11.8,10.79,10.86,0,10.86,"1939-06-30"
11,12.18,11,12.04,0,12.04,"1939-07-31"
12.04,12.16,10.86,11.18,0,11.18,"1939-08-31"
11.3,13.17,11.3,12.79,0,12.79,"1939-09-29"
12.88,13.21,12.73,12.83,0,12.83,"1939-10-31"
12.82,12.95,12.2,12.2,0,12.2,"1939-11-30"
12.29,12.46,12.19,12.46,0,12.46,"1939-12-29"
12.63,12.77,12.05,12.05,0,12.05,"1940-01-31"
12.05,12.37,12.04,12.13,0,12.13,"1940-02-29"
12.06,12.27,12,12.18,0,12.18,"1940-03-29"
12.21,12.59,12.04,12.19,0,12.19,"1940-04-30"
12.03,12.12,9.14,9.27,0,9.27,"1940-05-31"
9.11,10.1,8.99,9.98,0,9.98,"1940-06-28"
9.87,10.33,9.85,10.29,0,10.29,"1940-07-31"
10.26,10.5,9.84,10.5,0,10.5,"1940-08-30"
10.56,10.93,10.3,10.66,0,10.66,"1940-09-30"
10.81,11.08,10.47,11.08,0,11.08,"1940-10-31"
11.08,11.39,10.56,10.57,0,10.57,"1940-11-29"
10.62,10.69,10.38,10.58,0,10.58,"1940-12-31"
10.48,10.86,10.04,10.07,0,10.07,"1941-01-31"
9.96,10.19,9.53,9.92,0,9.92,"1941-02-28"
9.77,10.1,9.76,9.96,0,9.96,"1941-03-31"
9.97,10.16,9.31,9.31,0,9.31,"1941-04-30"
9.3,9.56,9.3,9.38,0,9.38,"1941-05-29"
9.36,9.95,9.36,9.85,0,9.85,"1941-06-30"
9.82,10.47,9.82,10.39,0,10.39,"1941-07-31"
10.34,10.36,10.03,10.28,0,10.28,"1941-08-29"
10.34,10.47,10.09,10.2,0,10.2,"1941-09-30"
10.17,10.17,9.5,9.5,0,9.5,"1941-10-31"
9.59,9.66,9.12,9.12,0,9.12,"1941-11-28"
9.07,9.38,8.37,8.69,0,8.69,"1941-12-31"
8.89,9.09,8.81,8.85,0,8.85,"1942-01-30"
8.84,8.97,8.46,8.59,0,8.59,"1942-02-27"
8.47,8.6,7.98,8.01,0,8.01,"1942-03-31"
8.05,8.2,7.47,7.66,0,7.66,"1942-04-30"
7.71,8.18,7.71,8.15,0,8.15,"1942-05-29"
8.19,8.53,8.18,8.3,0,8.3,"1942-06-30"
8.23,8.83,8.23,8.56,0,8.56,"1942-07-31"
8.57,8.73,8.46,8.62,0,8.62,"1942-08-31"
8.62,8.9,8.54,8.85,0,8.85,"1942-09-30"
8.92,9.48,8.92,9.36,0,9.36,"1942-10-30"
9.48,9.69,9.29,9.29,0,9.29,"1942-11-30"
9.28,9.77,9.28,9.77,0,9.77,"1942-12-31"
9.92,10.44,9.89,10.44,0,10.44,"1943-01-29"
10.52,10.97,10.43,10.97,0,10.97,"1943-02-26"
10.92,11.59,10.84,11.58,0,11.58,"1943-03-31"
11.59,11.76,11.14,11.59,0,11.59,"1943-04-30"
11.82,12.05,11.7,12.05,0,12.05,"1943-05-28"
12.18,12.35,11.88,12.35,0,12.35,"1943-06-30"
12.36,12.64,11.85,11.85,0,11.85,"1943-07-30"
11.47,11.92,11.47,11.8,0,11.8,"1943-08-31"
11.84,12.24,11.78,12.08,0,12.08,"1943-09-30"
12.09,12.09,11.67,11.91,0,11.91,"1943-10-29"
11.92,11.92,10.99,11.02,0,11.02,"1943-11-30"
11.13,11.69,11.13,11.67,0,11.67,"1943-12-31"
11.66,11.94,11.66,11.85,0,11.85,"1944-01-31"
11.83,11.89,11.56,11.82,0,11.82,"1944-02-29"
11.87,12.31,11.87,12.02,0,12.02,"1944-03-31"
11.96,12.06,11.67,11.87,0,11.87,"1944-04-28"
11.96,12.35,11.95,12.35,0,12.35,"1944-05-31"
12.31,13.02,12.23,12.98,0,12.98,"1944-06-30"
13.11,13.27,12.7,12.71,0,12.71,"1944-07-31"
12.78,13.04,12.61,12.82,0,12.82,"1944-08-31"
12.86,12.86,12.35,12.74,0,12.74,"1944-09-29"
12.8,13.07,12.73,12.78,0,12.78,"1944-10-31"
12.83,12.98,12.67,12.83,0,12.83,"1944-11-30"
12.8,13.28,12.8,13.28,0,13.28,"1944-12-29"
13.33,13.69,13.21,13.47,0,13.47,"1945-01-31"
13.5,14.3,13.5,14.3,0,14.3,"1945-02-28"
14.32,14.38,13.39,13.61,0,13.61,"1945-03-29"
13.77,14.84,13.67,14.84,0,14.84,"1945-04-30"
14.79,15.11,14.62,15.01,0,15.01,"1945-05-31"
15.03,15.37,14.87,14.87,0,14.87,"1945-06-29"
15.03,15.1,14.38,14.66,0,14.66,"1945-07-31"
14.68,15.51,14.4,15.51,0,15.51,"1945-08-31"
15.51,16.049999,15.51,16.049999,0,16.049999,"1945-09-28"
16.33,16.719999,16.299999,16.65,0,16.65,"1945-10-31"
16.870001,17.27,16.85,17.190001,0,17.190001,"1945-11-30"
17.440001,17.68,16.940001,17.360001,0,17.360001,"1945-12-31"
17.25,18.67,17.23,18.57,0,18.57,"1946-01-31"
18.639999,18.700001,16.809999,17.280001,0,17.280001,"1946-02-28"
17.209999,18.07,17.09,18.040001,0,18.040001,"1946-03-29"
18.059999,18.9,18.059999,18.76,0,18.76,"1946-04-30"
18.709999,19.25,18.26,19.18,0,19.18,"1946-05-31"
19.049999,19.049999,18.030001,18.43,0,18.43,"1946-06-28"
18.540001,18.540001,17.389999,17.959999,0,17.959999,"1946-07-31"
18.01,18.23,16.65,16.65,0,16.65,"1946-08-30"
15,15.99,14.33,14.96,0,14.96,"1946-09-30"
14.92,15.3,14.12,14.84,0,14.84,"1946-10-31"
15.07,15.33,14.13,14.68,0,14.68,"1946-11-29"
14.44,15.5,14.44,15.3,0,15.3,"1946-12-31"
15.2,15.66,14.77,15.66,0,15.66,"1947-01-31"
15.8,16.139999,15.3,15.43,0,15.43,"1947-02-28"
15.41,15.65,14.78,15.17,0,15.17,"1947-03-31"
15.23,15.23,14.09,14.58,0,14.58,"1947-04-30"
14.69,14.85,13.77,14.45,0,14.45,"1947-05-29"
14.3,15.24,14.3,15.21,0,15.21,"1947-06-30"
15.46,16.120001,15.44,15.76,0,15.76,"1947-07-31"
15.8,15.8,15.22,15.32,0,15.32,"1947-08-29"
15.37,15.37,14.85,15.11,0,15.11,"1947-09-30"
15.16,15.79,15.16,15.43,0,15.43,"1947-10-31"
15.46,15.46,14.98,14.98,0,14.98,"1947-11-28"
15.07,15.3,14.63,15.3,0,15.3,"1947-12-31"
15.34,15.34,14.32,14.68,0,14.68,"1948-01-30"
14.71,14.71,13.85,13.93,0,13.93,"1948-02-27"
14.07,15.08,13.84,15.08,0,15.08,"1948-03-31"
15.12,15.78,15.12,15.48,0,15.48,"1948-04-30"
15.6,16.690001,15.5,16.690001,0,16.690001,"1948-05-28"
16.74,17.059999,16.540001,16.74,0,16.74,"1948-06-30"
16.700001,16.92,15.72,15.85,0,15.85,"1948-07-30"
15.85,16.15,15.67,15.97,0,15.97,"1948-08-31"
16.16,16.35,15.19,15.49,0,15.49,"1948-09-30"
15.67,16.610001,15.67,16.5,0,16.5,"1948-10-29"
16.700001,16.700001,14.75,14.75,0,14.75,"1948-11-30"
15.01,15.33,15,15.2,0,15.2,"1948-12-31"
14.95,15.61,14.95,15.22,0,15.22,"1949-01-31"
15.34,15.35,14.38,14.62,0,14.62,"1949-02-28"
14.71,15.22,14.65,15.06,0,15.06,"1949-03-31"
14.94,15.07,14.68,14.71,0,14.71,"1949-04-29"
14.78,15.02,14.19,14.19,0,14.19,"1949-05-31"
14.14,14.16,13.55,14.16,0,14.16,"1949-06-30"
14.26,15.06,14.26,15.04,0,15.04,"1949-07-29"
15.12,15.51,15.12,15.22,0,15.22,"1949-08-31"
15.31,15.74,15.19,15.58,0,15.58,"1949-09-30"
15.6,16.15,15.6,16.040001,0,16.040001,"1949-10-31"
16.200001,16.33,15.75,16.059999,0,16.059999,"1949-11-30"
16.15,16.790001,16.15,16.790001,0,16.790001,"1949-12-30"
16.66,17.09,16.66,17.049999,38770000,17.049999,"1950-01-31"
17.049999,17.32,16.99,17.219999,30200000,17.219999,"1950-02-28"
17.24,17.559999,17.07,17.290001,37450000,17.290001,"1950-03-31"
17.530001,18.049999,17.530001,17.959999,42630000,17.959999,"1950-04-28"
18.219999,18.780001,18.110001,18.780001,42230000,18.780001,"1950-05-31"
18.77,19.4,17.440001,17.690001,45660000,17.690001,"1950-06-30"
17.639999,17.91,16.68,17.84,44570000,17.84,"1950-07-31"
18.02,18.82,17.950001,18.42,38900000,18.42,"1950-08-31"
18.549999,19.450001,18.540001,19.450001,38590000,19.450001,"1950-09-29"
19.690001,20.120001,19.530001,19.530001,45190000,19.530001,"1950-10-31"
19.559999,20.32,19.360001,19.51,40840000,19.51,"1950-11-30"
19.66,20.43,19,20.43,55270000,20.43,"1950-12-29"
20.77,21.74,20.690001,21.66,65420000,21.66,"1951-01-31"
21.77,22.200001,21.76,21.799999,37260000,21.799999,"1951-02-28"
21.85,21.950001,21.25,21.48,32430000,21.48,"1951-03-30"
21.32,22.43,21.26,22.43,31750000,22.43,"1951-04-30"
22.530001,22.809999,21.030001,21.52,36170000,21.52,"1951-05-31"
21.48,22.049999,20.959999,20.959999,36220000,20.959999,"1951-06-29"
21.1,22.629999,21.1,22.4,27990000,22.4,"1951-07-31"
22.51,23.280001,22.51,23.280001,33630000,23.280001,"1951-08-31"
23.280001,23.709999,23.26,23.26,36420000,23.26,"1951-09-28"
23.469999,23.85,22.66,22.940001,39250000,22.940001,"1951-10-31"
23.1,23.1,22.4,22.879999,23580000,22.879999,"1951-11-30"
23.01,23.77,23.01,23.77,27560000,23.77,"1951-12-31"
23.799999,24.66,23.74,24.139999,34520000,24.139999,"1952-01-31"
24.299999,24.299999,23.09,23.26,25180000,23.26,"1952-02-29"
23.290001,24.370001,23.290001,24.370001,26580000,24.370001,"1952-03-31"
24.18,24.18,23.32,23.32,27060000,23.32,"1952-04-30"
23.17,23.940001,23.17,23.860001,22450000,23.860001,"1952-05-29"
23.799999,24.959999,23.780001,24.959999,25530000,24.959999,"1952-06-30"
25.120001,25.4,24.809999,25.4,24100000,25.4,"1952-07-31"
25.450001,25.549999,24.83,25.030001,20890000,25.030001,"1952-08-29"
25.15,25.25,24.450001,24.540001,24100000,24.540001,"1952-09-30"
24.48,24.58,23.799999,24.52,25940000,24.52,"1952-10-31"
24.6,25.66,24.6,25.66,30210000,25.66,"1952-11-28"
25.68,26.59,25.610001,26.57,40480000,26.57,"1952-12-31"
26.540001,26.66,25.860001,26.379999,34060000,26.379999,"1953-01-30"
26.51,26.540001,25.48,25.9,30170000,25.9,"1953-02-27"
25.93,26.33,25.290001,25.290001,42510000,25.290001,"1953-03-31"
25.25,25.25,24.190001,24.620001,34370000,24.620001,"1953-04-30"
24.73,25.059999,24.459999,24.540001,25730000,24.540001,"1953-05-29"
24.15,24.219999,23.540001,24.139999,26080000,24.139999,"1953-06-30"
24.24,24.75,24.07,24.75,22240000,24.75,"1953-07-31"
24.84,24.84,23.32,23.32,23890000,23.32,"1953-08-31"
23.42,23.65,22.709999,23.35,27150000,23.35,"1953-09-30"
23.49,24.58,23.389999,24.540001,25710000,24.540001,"1953-10-30"
24.66,24.76,24.25,24.76,26640000,24.76,"1953-11-30"
24.780001,24.99,24.549999,24.809999,36150000,24.809999,"1953-12-31"
24.950001,26.09,24.799999,26.08,33420000,26.08,"1954-01-29"
25.99,26.299999,25.809999,26.15,33260000,26.15,"1954-02-26"
26.25,26.940001,26.25,26.940001,44050000,26.940001,"1954-03-31"
27.17,28.26,27.01,28.26,43500000,28.26,"1954-04-30"
28.209999,29.190001,28.209999,29.190001,41900000,29.190001,"1954-05-28"
29.190001,29.43,28.15,29.209999,42230000,29.209999,"1954-06-30"
29.209999,30.879999,29.209999,30.879999,51840000,30.879999,"1954-07-30"
30.99,31.209999,29.83,29.83,56900000,29.83,"1954-08-31"
30.040001,32.689999,30.040001,32.310001,41220000,32.310001,"1954-09-30"
32.290001,32.759998,31.68,31.68,44170000,31.68,"1954-10-29"
31.790001,34.549999,31.790001,34.240002,63010000,34.240002,"1954-11-30"
33.990002,35.98,33.990002,35.98,76480000,35.98,"1954-12-31"
36.75,36.75,34.580002,36.630001,74650000,36.630001,"1955-01-31"
36.720001,37.150002,36.439999,36.759998,60810000,36.759998,"1955-02-28"
36.830002,37.52,34.959999,36.580002,65780000,36.580002,"1955-03-31"
36.950001,38.32,36.830002,37.959999,53790000,37.959999,"1955-04-29"
38.040001,38.040001,36.970001,37.91,45450000,37.91,"1955-05-31"
37.959999,41.029999,37.959999,41.029999,58120000,41.029999,"1955-06-30"
41.189999,43.759998,41.189999,43.52,48470000,43.52,"1955-07-29"
42.93,43.18,41.740002,43.18,41800000,43.18,"1955-08-31"
43.369999,45.630001,42.610001,43.669998,60080000,43.669998,"1955-09-30"
42.490002,42.990002,40.799999,42.34,42150000,42.34,"1955-10-31"
42.279999,46.41,42.279999,45.509998,46360000,45.509998,"1955-11-30"
45.349998,45.889999,44.950001,45.48,50990000,45.48,"1955-12-30"
45.16,45.16,43.110001,43.82,47160000,43.82,"1956-01-31"
44.029999,45.43,43.419998,45.34,46370000,45.34,"1956-02-29"
45.540001,48.869999,45.540001,48.48,60310000,48.48,"1956-03-29"
48.700001,48.849998,47.09,48.380001,54100000,48.380001,"1956-04-30"
48.16,48.509998,44.099998,45.200001,53210000,45.200001,"1956-05-31"
45.580002,47.130001,45.139999,46.970001,37180000,46.970001,"1956-06-29"
46.93,49.48,46.93,49.389999,45650000,49.389999,"1956-07-31"
49.619999,49.639999,46.939999,47.509998,44450000,47.509998,"1956-08-31"
47.889999,48.099998,45.349998,45.349998,37220000,45.349998,"1956-09-28"
44.700001,47,44.700001,45.580002,40300000,45.580002,"1956-10-31"
46.52,47.599998,44.380001,45.080002,43550000,45.080002,"1956-11-30"
45.98,47.040001,45.84,46.669998,46330000,46.669998,"1956-12-31"
46.200001,46.66,44.400002,44.720001,48140000,44.720001,"1957-01-31"
44.619999,44.619999,42.389999,43.259998,37530000,43.259998,"1957-02-28"
43.740002,44.23,43.740002,44.110001,35620000,44.110001,"1957-03-29"
44.139999,45.740002,44.139999,45.740002,48290000,45.740002,"1957-04-30"
46.02,47.43,46.02,47.43,52560000,47.43,"1957-05-31"
47.369999,48.240002,46.779999,47.369999,43470000,47.369999,"1957-06-28"
47.43,49.130001,47.43,47.91,48230000,47.91,"1957-07-31"
47.790001,47.790001,43.889999,45.220001,41390000,45.220001,"1957-08-30"
45.439999,45.439999,42.419998,42.419998,36890000,42.419998,"1957-09-30"
42.759998,43.139999,38.98,41.060001,63960000,41.060001,"1957-10-31"
40.439999,41.720001,39.439999,41.720001,48200000,41.720001,"1957-11-29"
41.360001,41.540001,39.380001,39.990002,54440000,39.990002,"1957-12-31"
40.330002,41.880001,40.330002,41.700001,49830000,41.700001,"1958-01-31"
42.040001,42.459999,40.610001,40.84,40190000,40.84,"1958-02-28"
41.130001,42.580002,41.130001,42.099998,46680000,42.099998,"1958-03-31"
41.93,43.439999,41.330002,43.439999,50270000,43.439999,"1958-04-30"
43.540001,44.09,43.119999,44.09,54100000,44.09,"1958-05-29"
44.310001,45.34,44.310001,45.240002,56610000,45.240002,"1958-06-30"
45.279999,47.189999,45.110001,47.189999,69430000,47.189999,"1958-07-31"
47.490002,48.16,47.220001,47.75,62300000,47.75,"1958-08-29"
48,50.060001,47.970001,50.060001,71940000,50.060001,"1958-09-30"
49.98,51.619999,49.98,51.330002,95020000,51.330002,"1958-10-31"
51.560001,53.240002,51.02,52.48,74350000,52.48,"1958-11-28"
52.689999,55.209999,52.459999,55.209999,75940000,55.209999,"1958-12-31"
